"","Date","TMBTM","SCBTMFPLUS","KFMTFI","TMBGF","KF-CINCOME","SCBSETFUND","ABG","ABSL","ABSM","JB25","ABWOOF"
"1196","4/2/2557","12.8229","10.3443","13.7602","12.1730","10.1010","14.7282","95.3683","36.6003","35.1713","29.4261","11.1785"
"1242","5/2/2557","12.8237","10.3449","13.7618","12.2967","10.1010","14.7782","95.6125","36.7241","35.1717","29.4937","11.2249"
"1292","6/2/2557","12.8244","10.3454","13.7617","12.3228","10.1010","14.9658","96.6581","37.1418","35.5325","29.8576","11.2786"
"1337","7/2/2557","12.8251","10.3461","13.7630","12.3517","10.1010","14.9814","96.5059","37.1134","35.5742","29.9294","11.4097"
"50","10/2/2557","12.8272","10.3478","13.7668","12.3675","10.1010","14.9090","95.8982","36.8575","35.5340","29.7375","11.5032"
"98","11/2/2557","12.8279","10.3483","13.7726","12.3420","10.1010","14.9895","96.1892","36.9803","35.5994","29.9237","11.5570"
"147","12/2/2557","12.8287","10.3489","13.7747","12.3934","10.1010","15.1967","97.5571","37.5251","36.2201","30.3785","11.6196"
"194","13/2/2557","12.8294","10.3495","13.7836","12.4107","10.1010","15.1757","97.4310","37.4758","36.1995","30.2678","11.6337"
"379","17/2/2557","12.8322","10.3517","13.7907","12.3845","10.1010","15.4185","98.2371","37.8375","36.2557","30.8664","11.6337"
"430","18/2/2557","12.8329","10.3523","13.7921","12.4465","10.1010","15.3450","97.7213","37.6014","36.1599","30.6750","11.6837"
"481","19/2/2557","12.8336","10.3529","13.7946","12.4138","10.1010","15.2751","97.1180","37.3482","35.9946","30.4999","11.7231"
"579","20/2/2557","12.8343","10.3534","13.8015","12.3642","10.1010","15.0692","96.5138","37.0967","35.8260","30.0173","11.6820"
"630","21/2/2557","12.8350","10.3539","13.8011","12.3653","10.1010","15.0712","96.8391","37.1910","36.1582","30.0055","11.7584"
"775","24/2/2557","12.8370","10.3556","13.8005","12.4118","10.1010","15.0328","96.6005","37.0878","36.0787","29.9138","11.7447"
"825","25/2/2557","12.8377","10.3562","13.8052","12.4550","10.1010","15.0691","96.4031","37.0011","35.8976","29.9775","11.7911"
"876","26/2/2557","12.8384","10.3567","13.8094","12.4505","10.1010","15.0813","96.5246","37.0401","36.0818","29.9783","11.7938"
"928","27/2/2557","12.8391","10.3573","13.8143","12.4449","10.1010","15.2402","97.0902","37.3075","36.1305","30.2860","11.7907"
"978","28/2/2557","12.8398","10.3578","13.8193","12.4567","10.1010","15.3382","97.5201","37.5127","36.2856","30.5251","11.9111"
"1078","3/3/2557","12.8418","10.3595","13.8223","12.4632","10.1010","15.5270","98.3503","37.8020","36.6152","30.9384","11.7947"
"1200","4/3/2557","12.8425","10.3601","13.8303","12.3623","10.1010","15.6112","99.4424","38.1799","37.1900","31.0588","11.7750"
"1247","5/3/2557","12.8432","10.3606","13.8302","12.4564","10.1010","15.6819","99.9728","38.4015","37.4721","31.1634","11.8145"
"1297","6/3/2557","12.8439","10.3613","13.8276","12.4859","10.1010","15.7179","100.2857","38.4887","37.6560","31.1699","11.8426"
"1341","7/3/2557","12.8447","10.3619","13.8293","12.5379","10.1010","15.7587","100.4681","38.5621","37.7218","31.2023","11.8961"
"54","10/3/2557","12.8467","10.3636","13.8312","12.5058","10.1010","15.6977","100.0084","38.3334","37.6514","30.9938","11.8137"
"102","11/3/2557","12.8474","10.3641","13.8298","12.4717","10.1010","15.8785","100.7527","38.6289","37.9825","31.4284","11.7542"
"152","12/3/2557","12.8481","10.3648","13.8379","12.4443","10.1010","15.7836","100.3663","38.4516","37.8559","31.2169","11.7033"
"198","13/3/2557","12.8489","10.3654","13.8467","12.4208","10.1010","15.9547","101.2406","38.7738","38.1240","31.5978","11.7148"
"242","14/3/2557","12.8497","10.3661","13.8508","12.3926","10.1010","15.9734","101.4551","38.8675","38.1612","31.5499","11.5689"
"383","17/3/2557","12.8517","10.3677","13.8541","12.3782","10.1010","16.0194","101.8268","39.0171","38.3387","31.6668","11.5421"
"434","18/3/2557","12.8525","10.3683","13.8548","12.4248","10.1010","15.9744","101.6936","38.9677","38.3675","31.6592","11.6016"
"485","19/3/2557","12.8531","10.3690","13.8567","12.4289","10.1010","15.8605","101.0953","38.7065","38.1312","31.4797","11.6445"
"584","20/3/2557","12.8539","10.3695","13.8422","12.4447","10.1010","15.8187","100.7762","38.5894","38.2866","31.3866","11.6023"
"634","21/3/2557","12.8546","10.3701","13.8332","12.4324","10.1010","15.8105","100.7870","38.5597","38.3756","31.3936","11.7443"
"779","24/3/2557","12.8566","10.3717","13.8398","12.4222","10.1010","15.6827","100.2493","38.3206","38.1345","31.1587","11.7776"
"829","25/3/2557","12.8573","10.3723","13.8430","12.4404","10.1010","15.7340","100.2396","38.3491","38.0100","31.3268","11.8666"
"881","26/3/2557","12.8580","10.3728","13.8454","12.4910","10.1010","15.8186","100.5328","38.4711","38.1101","31.4465","11.9874"
"933","27/3/2557","12.8587","10.3734","13.8505","12.5078","10.1010","15.7614","100.4089","38.4134","38.0530","31.3817","12.0139"
"982","28/3/2557","12.8595","10.3739","13.8509","12.5887","10.1010","15.9406","101.7600","38.9477","38.4423","31.7429","12.1001"
"1162","31/3/2557","12.8615","10.3755","13.8581","12.6365","10.1010","16.0300","102.5223","39.2669","38.6545","31.9357","12.1516"
"21","1/4/2557","12.8622","10.3761","13.8596","12.6730","10.1010","16.1935","103.2261","39.5445","38.8115","32.2619","12.1920"
"538","2/4/2557","12.8628","10.3767","13.8580","12.7073","10.1010","16.3023","103.4907","39.6760","38.7939","32.4944","12.2361"
"1083","3/4/2557","12.8635","10.3772","13.8562","12.7038","10.1010","16.2410","103.4361","39.6181","38.9705","32.2990","12.3001"
"1204","4/4/2557","12.8642","10.3778","13.8600","12.6839","10.1010","16.0905","103.7599","39.7753","39.0169","32.3243","12.3023"
"1395","8/4/2557","12.8668","10.3800","13.8678","12.7283","10.1010","16.0905","103.3588","39.6012","38.9374","32.0014","12.2326"
"1447","9/4/2557","12.8675","10.3805","13.8732","12.7092","10.1010","16.1199","103.6594","39.7466","38.9608","32.0639","12.2686"
"59","10/4/2557","12.8681","10.3811","13.8773","12.7499","10.1010","16.2220","104.0849","39.9206","39.1313","32.2318","12.3100"
"107","11/4/2557","12.8688","10.3817","13.8765","12.7075","10.1010","16.2452","103.9755","39.8824","39.1341","32.3349","12.2831"
"339","16/4/2557","12.8722","10.3842","13.8839","12.6981","10.1010","16.3853","104.9398","40.2708","39.3120","32.6653","12.2831"
"388","17/4/2557","12.8729","10.3847","13.8909","12.6669","10.1010","16.4694","105.0957","40.3568","39.2588","32.8859","12.2823"
"439","18/4/2557","12.8736","10.3853","13.8946","12.6973","10.1010","16.4879","105.2902","40.4475","39.3345","32.9347","12.4342"
"639","21/4/2557","12.8756","10.3869","13.9007","12.6977","10.1010","16.5552","105.8601","40.6683","39.5810","33.1025","12.4342"
"689","22/4/2557","12.8763","10.3874","13.9007","12.7045","10.1010","16.5760","105.9225","40.7331","39.4018","33.1631","12.4342"
"735","23/4/2557","12.8770","10.3880","13.9115","12.6733","10.1010","16.6651","106.7583","41.0853","39.6138","33.3937","12.4189"
"784","24/4/2557","12.8776","10.3885","13.9260","12.6629","10.1010","16.6580","106.7976","41.0644","39.7456","33.3390","12.4076"
"834","25/4/2557","12.8783","10.3891","13.9320","12.6477","10.1010","16.4830","105.8210","40.6130","39.5075","32.9157","12.3633"
"987","28/4/2557","12.8801","10.3907","13.9335","12.6108","10.1010","16.5198","106.2002","40.7998","39.4112","33.0085","12.3030"
"1034","29/4/2557","12.8808","10.3912","13.9343","12.6576","10.1010","16.5569","106.4895","40.9071","39.6490","33.0979","12.4121"
"1131","30/4/2557","12.8815","10.3919","13.9307","12.7011","10.1010","16.6061","106.4638","40.9041","39.5975","33.2391","12.4921"
"543","2/5/2557","12.8827","10.3930","13.9337","12.6820","10.1010","16.6850","106.8826","41.0517","39.7838","33.3981","12.4921"
"1302","6/5/2557","12.8853","10.3950","13.9357","12.6884","10.1010","16.4871","105.6379","40.5745","39.3446","33.0518","12.4921"
"1350","7/5/2557","12.8860","10.3956","13.9430","12.6941","10.1010","16.4705","105.2418","40.4143","39.2825","32.9786","12.4921"
"1399","8/5/2557","12.8866","10.3961","13.9479","12.7635","10.1010","16.1786","103.9443","39.8260","38.9816","32.3844","12.6517"
"1452","9/5/2557","12.8872","10.3966","13.9518","12.8137","10.1010","16.1607","103.8322","39.7775","38.8979","32.3800","12.6403"
"160","12/5/2557","12.8892","10.3982","13.9465","12.8327","10.1010","16.1281","103.9241","39.8239","38.9808","32.2705","12.6651"
"248","14/5/2557","12.8904","10.3993","13.9532","12.8281","10.1010","16.3556","104.9337","40.2316","39.1527","32.7970","12.6748"
"292","15/5/2557","12.8910","10.3998","13.9562","12.8619","10.1010","16.3493","105.5085","40.4225","39.4288","32.7908","12.6918"
"342","16/5/2557","12.8916","10.4003","13.9620","12.8303","10.1010","16.4684","105.8385","40.5775","39.5007","33.1546","12.6805"
"493","19/5/2557","12.8939","10.4018","13.9613","12.8639","10.1010","16.5316","105.8082","40.5976","39.5265","33.2956","12.6845"
"594","20/5/2557","12.8945","10.4024","13.9625","12.8842","10.1010","16.3392","104.6953","40.1414","39.3801","32.7832","12.6954"
"644","21/5/2557","12.8951","10.4029","13.9554","12.8538","10.1010","16.4353","104.8839","40.2162","39.6302","32.9208","12.5932"
"693","22/5/2557","12.8958","10.4033","13.9658","12.8775","10.1010","16.4488","105.1792","40.2790","39.8221","32.9202","12.6350"
"739","23/5/2557","12.8964","10.4038","13.9655","12.9163","10.1010","16.3389","104.8840","40.1513","39.6570","32.6442","12.6810"
"889","26/5/2557","12.8983","10.4054","13.9632","12.9337","10.1010","16.2446","104.4724","39.9818","39.5546","32.3367","12.7160"
"943","27/5/2557","12.8989","10.4059","13.9503","12.9333","10.1010","16.3066","104.4238","39.9560","39.6845","32.2792","12.7444"
"992","28/5/2557","12.8995","10.4064","13.9573","12.9297","10.1010","16.4291","105.3228","40.3360","40.0321","32.5491","12.7441"
"1038","29/5/2557","12.9001","10.4070","13.9587","12.9451","10.1010","16.5023","105.4712","40.3869","40.0545","32.6614","12.8342"
"1135","30/5/2557","12.9008","10.4075","13.9566","12.9797","10.1010","16.5877","105.9236","40.5733","40.4301","32.7294","12.8342"
"546","2/6/2557","12.9026","10.4091","13.9618","12.9601","10.1010","16.8948","107.9941","41.4996","40.9939","33.4246","12.7576"
"1093","3/6/2557","12.9033","10.4095","13.9596","12.9521","10.1010","17.0570","108.4430","41.6981","41.0161","33.7963","12.7576"
"1213","4/6/2557","12.9039","10.4101","13.9622","12.9391","10.1010","16.9914","108.2054","41.5902","40.9312","33.6824","12.7645"
"1258","5/6/2557","12.9045","10.4106","13.9679","12.9542","10.1010","17.0438","108.9781","41.8935","41.3444","33.6661","12.7265"
"1305","6/6/2557","12.9051","10.4111","13.9706","12.9745","10.1010","17.1137","109.7868","42.1926","41.6996","33.7569","12.7403"
"1456","9/6/2557","12.9070","10.4127","13.9730","13.0529","10.1010","17.0946","109.5202","42.0788","41.6106","33.6484","12.8248"
"67","10/6/2557","12.9076","10.4132","13.9690","13.0710","10.1010","17.2260","110.7898","42.5956","41.9937","33.8185","12.8248"
"116","11/6/2557","12.9082","10.4137","13.9732","13.0584","10.1010","17.1503","110.1989","42.3682","41.8451","33.6144","12.8132"
"165","12/6/2557","12.9088","10.4143","13.9726","13.0433","10.1010","17.0698","109.9856","42.3012","41.8161","33.3906","12.7798"
"207","13/6/2557","12.9095","10.4148","13.9732","13.0232","10.1010","17.0573","110.2771","42.4082","41.8497","33.3173","12.6831"
"346","16/6/2557","12.9114","10.4163","13.9752","13.0322","10.1010","17.2345","110.8872","42.6843","41.9066","33.8086","12.7061"
"397","17/6/2557","12.9120","10.4169","13.9708","12.9826","10.1010","17.2280","110.6937","42.5796","42.0158","33.6830","12.7521"
"448","18/6/2557","12.9126","10.4174","13.9711","12.9688","10.1010","16.9896","109.4539","42.0815","41.6300","33.2400","12.7904"
"498","19/6/2557","12.9133","10.4179","13.9767","12.9791","10.1010","17.1214","109.7925","42.2098","41.7531","33.4547","12.8711"
"597","20/6/2557","12.9139","10.4184","13.9740","12.9884","10.1010","17.1753","109.7610","42.2006","41.6294","33.6118","12.8944"
"743","23/6/2557","12.9158","10.4200","13.9711","12.9688","10.1010","17.1841","110.0555","42.3235","41.8089","33.6757","12.8638"
"792","24/6/2557","12.9164","10.4215","13.9764","12.9900","10.1010","17.0889","109.9195","42.2470","41.8070","33.4544","12.8638"
"843","25/6/2557","12.9170","10.4220","13.9740","12.9997","10.1010","17.1785","110.0061","42.3190","41.7261","33.6143","12.7757"
"894","26/6/2557","12.9176","10.4225","13.9804","13.0001","10.1010","17.2912","110.5650","42.5048","41.8216","33.8990","12.7921"
"947","27/6/2557","12.9182","10.4229","13.9805","13.0102","10.1010","17.3563","111.0684","42.6985","42.0764","33.9908","12.7907"
"1139","30/6/2557","12.9202","10.4244","13.9782","13.0053","10.1010","17.3814","111.2992","42.7936","42.2579","34.0992","12.7940"
"551","2/7/2557","12.9213","10.4254","13.9794","13.0059","10.1010","17.4470","112.1122","43.1414","42.6593","34.1669","12.8948"
"1097","3/7/2557","12.9220","10.4259","13.9766","13.0349","10.1010","17.4578","112.5821","43.3201","42.8321","34.1711","12.9028"
"1217","4/7/2557","12.9226","10.4264","13.9785","13.0595","10.1010","17.4906","113.1721","43.5462","43.3353","34.1426","12.9437"
"1357","7/7/2557","12.9244","10.4279","13.9812","13.0644","10.1010","17.5632","113.4918","43.6839","43.3412","34.4085","12.9363"
"1408","8/7/2557","12.9250","10.4287","13.9818","13.0554","10.1010","17.6217","113.8368","43.8077","43.2305","34.5081","12.8703"
"1461","9/7/2557","12.9257","10.4292","13.9843","13.0691","10.1010","17.6186","113.4977","43.6600","43.2536","34.4832","12.7551"
"71","10/7/2557","12.9263","10.4297","13.9871","13.0736","10.1010","17.7464","114.3037","43.9500","43.5988","34.7438","12.7354"
"255","14/7/2557","12.9287","10.4316","13.9928","13.0494","10.1010","17.8713","115.0024","44.2728","43.6344","34.9856","12.7354"
"301","15/7/2557","12.9293","10.4322","13.9953","13.0551","10.1010","17.8145","114.4481","44.0456","43.4967","34.8213","12.7938"
"351","16/7/2557","12.9300","10.4326","13.9992","13.0410","10.1010","17.8843","114.6376","44.0985","43.6044","34.8800","12.7669"
"401","17/7/2557","12.9306","10.4332","14.0008","13.0410","10.1010","17.9465","114.4991","44.0314","43.7303","34.8937","12.7560"
"452","18/7/2557","12.9313","10.4337","14.0030","12.9935","10.1010","17.9618","114.6602","44.0327","43.9182","34.7382","12.6683"
"651","21/7/2557","12.9334","10.4352","14.0090","13.0176","10.1010","17.9618","115.1717","44.2306","44.2533","34.8365","12.6623"
"701","22/7/2557","12.9341","10.4357","14.0117","13.0414","10.1010","17.7560","114.0918","43.8037","43.9013","34.4321","12.6763"
"748","23/7/2557","12.9347","10.4362","14.0118","13.0689","10.1010","18.0225","115.9627","44.5297","44.6991","34.8983","12.7088"
"796","24/7/2557","12.9353","10.4367","14.0107","13.0977","10.1010","18.0376","116.3315","44.6842","44.8139","34.9207","12.7421"
"847","25/7/2557","12.9360","10.4371","14.0112","13.0846","10.1010","18.0325","116.5878","44.7540","45.0040","34.8739","12.7762"
"999","28/7/2557","12.9378","10.4386","14.0126","13.0852","10.1010","17.9778","115.6587","44.4014","44.6859","34.6178","12.7056"
"1046","29/7/2557","12.9385","10.4391","14.0108","13.0809","10.1010","17.7737","114.3574","43.9044","44.2446","34.2805","12.6971"
"1144","30/7/2557","12.9391","10.4396","14.0123","13.0723","10.1010","17.7497","114.2074","43.8654","44.0317","34.3025","12.6870"
"1171","31/7/2557","12.9398","10.4401","14.0095","13.0641","10.1010","17.5554","113.7965","43.6182","43.9880","33.9394","12.6652"
"29","1/8/2557","12.9404","10.4406","14.0090","13.0111","10.1010","17.5213","113.2867","43.4422","43.7379","33.8856","12.5165"
"1221","4/8/2557","12.9422","10.4421","14.0131","12.9618","10.1010","17.7462","114.2894","43.8760","43.9694","34.4098","12.4934"
"1267","5/8/2557","12.9429","10.4426","14.0150","12.9804","10.1010","17.8737","114.8083","44.0816","44.2054","34.6508","12.5120"
"1314","6/8/2557","12.9435","10.4431","14.0170","12.9623","10.1010","17.7954","114.3811","43.8954","44.0678","34.5376","12.4037"
"1362","7/8/2557","12.9442","10.4437","14.0207","12.9175","10.1010","17.8035","114.2458","43.8516","44.0268","34.5929","12.5085"
"1412","8/8/2557","12.9448","10.4441","14.0267","12.8868","10.1010","17.7723","114.4114","43.9101","44.0447","34.4606","12.3139"
"216","13/8/2557","12.9479","10.4466","14.0267","12.8948","10.1010","18.0878","117.0600","44.9924","44.7088","35.1981","12.4467"
"260","14/8/2557","12.9485","10.4471","14.0281","12.9894","10.1010","18.0623","116.8011","44.9191","44.4908","35.0949","12.4287"
"305","15/8/2557","12.9491","10.4476","14.0289","13.0419","10.1010","18.1232","116.9576","44.9746","44.6475","35.1862","12.4637"
"455","18/8/2557","12.9510","10.4491","14.0319","13.0464","10.1010","18.0782","116.2051","44.7180","44.3298","35.0529","12.4637"
"506","19/8/2557","12.9517","10.4496","14.0318","13.0867","10.1010","18.0870","116.2678","44.7526","44.4420","35.0504","12.5267"
"606","20/8/2557","12.9523","10.4501","14.0309","13.1093","10.1010","18.1860","116.5968","44.8692","44.5396","35.2536","12.5817"
"656","21/8/2557","12.9529","10.4506","14.0295","13.0971","10.1010","18.1934","116.8957","44.9471","44.6318","35.2156","12.6204"
"705","22/8/2557","12.9535","10.4514","14.0308","13.0983","10.1010","18.2628","117.2307","45.0500","44.7877","35.2927","12.6161"
"851","25/8/2557","12.9554","10.4529","14.0315","13.1110","10.1010","18.3390","117.7082","45.2395","45.0241","35.4904","12.5996"
"903","26/8/2557","12.9561","10.4534","14.0361","13.1125","10.1010","18.3083","117.8319","45.2789","45.0873","35.4100","12.6399"
"954","27/8/2557","12.9567","10.4539","14.0368","13.1388","10.1010","18.3797","118.2960","45.4682","45.2287","35.5705","12.6772"
"1003","28/8/2557","12.9573","10.4544","14.0409","13.1525","10.1010","18.3216","117.9777","45.3368","45.1276","35.3552","12.6529"
"1050","29/8/2557","12.9579","10.4549","14.0409","13.1124","10.1010","18.3503","118.1805","45.4211","45.1565","35.3062","12.6495"
"33","1/9/2557","12.9598","10.4564","14.0436","13.1398","10.1010","18.4042","118.5606","45.5406","45.3972","35.3523","12.7213"
"559","2/9/2557","12.9604","10.4568","14.0424","13.1454","10.1010","18.4447","118.7109","45.6254","45.4633","35.4131","12.7535"
"1106","3/9/2557","12.9610","10.4573","14.0438","13.1248","10.1010","18.6223","119.7386","46.0634","45.7643","35.8545","12.8055"
"1226","4/9/2557","12.9617","10.4578","14.0442","13.1382","10.1010","18.5709","119.5843","46.0477","45.6533","35.7298","12.8058"
"1271","5/9/2557","12.9623","10.4583","14.0453","13.1914","10.1010","18.6342","119.9651","46.2393","45.6576","35.7931","12.7004"
