"","Date","TMBTM","SCBTMFPLUS","KFMTFI","TMBGF","KF-CINCOME","SCBSETFUND","ABG","ABSL","ABSM","JB25","ABWOOF"
"23","1/4/2559","13.2560","10.7090","14.7749","12.2480","10.1010","16.7379","106.2035","40.3613","44.3374","32.3653","11.2127"
"1205","4/4/2559","13.2571","10.7100","14.7749","12.2226","10.1010","16.7676","106.6464","40.5378","44.6706","32.3325","11.2247"
"1252","5/4/2559","13.2575","10.7103","14.7786","12.2026","10.1010","16.4407","104.9159","39.7583","44.4023","31.5212","11.2247"
"1347","7/4/2559","13.2583","10.7112","14.7716","12.1228","10.1010","16.2167","103.9623","39.3990","44.0007","31.0435","11.2433"
"1397","8/4/2559","13.2587","10.7115","14.7716","12.0460","10.1010","16.3707","104.2004","39.5426","43.8012","31.4555","11.1932"
"108","11/4/2559","13.2599","10.7126","14.7655","12.0691","10.1010","16.3594","104.1879","39.5252","43.8557","31.3887","11.2880"
"157","12/4/2559","13.2603","10.7127","14.7665","12.1126","10.1010","16.5511","104.9140","39.8293","44.1846","31.7932","11.2866"
"440","18/4/2559","13.2626","10.7148","14.7771","12.1641","10.1010","16.7318","105.8539","40.2235","44.3504","32.1782","11.4712"
"490","19/4/2559","13.2630","10.7151","14.7774","12.1694","10.1010","16.9338","106.9539","40.6623","44.6448","32.7277","11.5661"
"590","20/4/2559","13.2634","10.7155","14.7777","12.2008","10.1010","16.9058","106.9074","40.6657","44.5366","32.6795","11.6389"
"641","21/4/2559","13.2638","10.7166","14.7678","12.2719","10.1010","17.0041","107.0353","40.7446","44.4100","33.0049","11.6873"
"691","22/4/2559","13.2642","10.7169","14.7631","12.2343","10.1010","16.8359","105.9754","40.2963","44.2373","32.6291","11.6115"
"835","25/4/2559","13.2654","10.7179","14.7673","12.3023","10.1010","16.8313","105.4151","40.0528","44.3333","32.5704","11.5918"
"886","26/4/2559","13.2658","10.7183","14.7662","12.2807","10.1010","16.9587","105.8420","40.2421","44.4174","32.8723","11.5611"
"939","27/4/2559","13.2662","10.7186","14.7607","12.3140","10.1010","16.8802","105.3922","40.0711","44.1433","32.6955","11.5770"
"989","28/4/2559","13.2666","10.7189","14.7635","12.3201","10.1010","16.7608","104.9668","39.9006","44.0106","32.3682","11.5148"
"1036","29/4/2559","13.2670","10.7193","14.7603","12.2223","10.1010","16.8308","106.1872","40.4295","44.0152","32.5812","11.4515"
"1089","3/5/2559","13.2685","10.7207","14.7592","12.1625","10.1010","16.7552","105.7619","40.2535","43.9177","32.3398","11.3679"
"1209","4/5/2559","13.2689","10.7210","14.7615","12.0461","10.1010","16.6625","105.3008","40.0704","43.8036","32.1798","11.3148"
"1453","9/5/2559","13.2709","10.7228","14.7683","12.0384","10.1010","16.7105","105.3739","40.1102","43.7952","32.4224","11.3228"
"64","10/5/2559","13.2713","10.7231","14.7675","12.0611","10.1010","16.6867","104.8009","39.9038","43.5815","32.3229","11.3556"
"112","11/5/2559","13.2717","10.7235","14.7670","12.1421","10.1010","16.5855","104.3611","39.7040","43.6467","32.0034","11.4375"
"162","12/5/2559","13.2721","10.7238","14.7678","12.1236","10.1010","16.7923","104.6869","39.8576","43.5725","32.6165","11.4222"
"205","13/5/2559","13.2725","10.7241","14.7668","12.1629","10.1010","16.7533","104.1739","39.6688","43.4772","32.4347","11.3983"
"343","16/5/2559","13.2736","10.7252","14.7645","12.1478","10.1010","16.7989","104.1998","39.7015","43.4791","32.5403","11.4767"
"393","17/5/2559","13.2740","10.7254","14.7538","12.1469","10.1010","16.9073","104.6695","39.9145","43.4577","33.0141","11.4767"
"444","18/5/2559","13.2744","10.7258","14.7447","12.1777","10.1010","16.8350","103.9231","39.6085","43.2315","32.8612","11.4378"
"495","19/5/2559","13.2748","10.7262","14.7290","12.1904","10.1010","16.6592","103.0566","39.2668","43.0011","32.4167","11.4003"
"740","23/5/2559","13.2764","10.7276","14.7350","12.1838","10.1010","16.6208","102.7109","39.1500","43.0024","32.3089","11.4249"
"788","24/5/2559","13.2768","10.7280","14.7355","12.1410","10.1010","16.6530","102.8617","39.1873","43.1586","32.3013","11.4540"
"839","25/5/2559","13.2772","10.7283","14.7355","12.1911","10.1010","16.8044","103.4243","39.4322","43.2286","32.6892","11.5765"
"891","26/5/2559","13.2775","10.7285","14.7329","12.1965","10.1010","16.8449","103.4480","39.4407","43.2116","32.8011","11.6230"
"945","27/5/2559","13.2778","10.7289","14.7323","12.1802","10.1010","16.9807","104.2341","39.7811","43.3989","33.1651","11.6595"
"1136","30/5/2559","13.2790","10.7299","14.7286","12.2259","10.1010","17.1199","104.9683","40.0976","43.5379","33.4538","11.6628"
"1167","31/5/2559","13.2794","10.7303","14.7147","12.2362","10.1010","17.1195","105.0270","40.1388","43.6415","33.4253","11.6705"
"25","1/6/2559","13.2798","10.7307","14.7154","12.2050","10.1010","17.0043","104.5766","39.9417","43.6896","33.1324","11.5961"
"548","2/6/2559","13.2801","10.7309","14.7216","12.1381","10.1010","17.1154","105.0883","40.1246","44.0011","33.2882","11.6140"
"1095","3/6/2559","13.2805","10.7313","14.7378","12.1160","10.1010","17.2799","106.3524","40.6234","44.4824","33.6374","11.6308"
"1306","6/6/2559","13.2817","10.7323","14.7378","12.0274","10.1010","17.3465","106.7010","40.7787","44.4926","33.8152","11.5819"
"1354","7/6/2559","13.2821","10.7326","14.7393","12.0578","10.1010","17.3359","106.8950","40.8717","44.5340","33.8207","11.7183"
"1404","8/6/2559","13.2825","10.7329","14.7418","12.1023","10.1010","17.3823","106.6487","40.7489","44.5057","33.8956","11.7698"
"1458","9/6/2559","13.2829","10.7332","14.7528","12.1356","10.1010","17.2436","105.9641","40.4647","44.5168","33.5717","11.6985"
"69","10/6/2559","13.2833","10.7336","14.7529","12.1260","10.1010","17.1694","105.3532","40.2189","44.2449","33.3639","11.6985"
"208","13/6/2559","13.2845","10.7346","14.7523","12.0817","10.1010","17.0682","104.7611","39.9732","44.0896","33.0987","11.4638"
"252","14/6/2559","13.2849","10.7349","14.7494","11.9818","10.1010","17.1350","105.2998","40.2018","44.1518","33.2298","11.3815"
"297","15/6/2559","13.2853","10.7352","14.7477","11.9917","10.1010","17.2190","105.5858","40.3022","44.2873","33.3987","11.4315"
"348","16/6/2559","13.2857","10.7358","14.7493","11.9790","10.1010","16.9187","104.1308","39.7045","43.9170","32.7041","11.3294"
"399","17/6/2559","13.2861","10.7360","14.7526","11.9201","10.1010","17.0416","104.8229","39.9966","44.1398","32.9518","11.4280"
"598","20/6/2559","13.2873","10.7371","14.7516","11.9491","10.1010","17.0713","105.0279","40.0962","44.1872","32.9932","11.5660"
"648","21/6/2559","13.2877","10.7374","14.7530","11.9726","10.1010","17.1691","105.9517","40.4484","44.5820","33.2507","11.6238"
"698","22/6/2559","13.2881","10.7378","14.7524","12.0439","10.1010","17.0869","105.3453","40.2189","44.3268","33.0853","11.6782"
"745","23/6/2559","13.2885","10.7381","14.7486","12.0483","10.1010","17.2473","106.1865","40.5835","44.3633","33.5182","11.3253"
"794","24/6/2559","13.2889","10.7386","14.7586","12.1203","10.1010","16.9474","104.8727","40.0408","44.0907","32.7590","11.3253"
"948","27/6/2559","13.2900","10.7396","14.7681","11.9476","10.1010","17.0705","105.4993","40.2874","44.4377","32.9097","11.3037"
"996","28/6/2559","13.2905","10.7400","14.7713","11.9290","10.1010","17.1982","105.7013","40.3850","44.3611","33.2044","11.2928"
"1042","29/6/2559","13.2909","10.7403","14.7684","12.0291","10.1010","17.2671","106.6219","40.7348","44.5936","33.3307","11.4537"
"1141","30/6/2559","13.2913","10.7407","14.7642","12.1166","10.1010","17.3051","106.6230","40.7504","44.6848","33.4387","11.6246"
"1218","4/7/2559","13.2928","10.7421","14.7709","12.1544","10.1010","17.4191","107.3794","41.0769","44.7781","33.7089","11.7642"
"1263","5/7/2559","13.2932","10.7424","14.7730","12.0794","10.1010","17.3492","107.2486","41.0217","44.6375","33.5112","11.7786"
"1310","6/7/2559","13.2936","10.7428","14.7766","12.0168","10.1010","17.3613","107.1763","40.9859","44.6115","33.5297","11.6308"
"1359","7/7/2559","13.2939","10.7432","14.7803","11.9794","10.1010","17.3980","107.5638","41.1442","44.7600","33.5788","11.7001"
"1410","8/7/2559","13.2943","10.7435","14.7820","11.9568","10.1010","17.3823","107.3593","41.0789","44.7549","33.6030","11.6723"
"120","11/7/2559","13.2955","10.7446","14.7838","12.0154","10.1010","17.5378","108.5436","41.5393","45.0944","34.0110","11.8104"
"170","12/7/2559","13.2959","10.7450","14.7768","12.1219","10.1010","17.6258","108.6445","41.6013","45.0770","34.2095","11.8609"
"212","13/7/2559","13.2963","10.7454","14.7826","12.2251","10.1010","17.6558","108.7582","41.6518","45.0768","34.3090","11.9372"
"257","14/7/2559","13.2967","10.7458","14.7848","12.2000","10.1010","17.7897","109.4711","41.9581","45.1655","34.6329","11.9561"
"303","15/7/2559","13.2971","10.7460","14.7826","12.2532","10.1010","17.8236","109.6257","42.0255","45.1079","34.6230","11.9129"
"602","20/7/2559","13.2993","10.7478","14.7815","12.2359","10.1010","18.0326","110.7057","42.4820","45.2610","35.2203","11.8983"
"653","21/7/2559","13.2996","10.7481","14.7778","12.3105","10.1010","17.9405","110.0209","42.2102","45.0248","35.0760","11.9064"
"703","22/7/2559","13.3000","10.7485","14.7787","12.3049","10.1010","18.0206","109.9732","42.1825","44.9927","35.2350","11.8400"
"848","25/7/2559","13.3011","10.7495","14.7778","12.3006","10.1010","18.0506","110.0408","42.2032","44.9799","35.2396","11.9170"
"899","26/7/2559","13.3015","10.7498","14.7791","12.3230","10.1010","17.9490","109.5368","42.0040","44.8347","34.9409","11.8948"
"1001","28/7/2559","13.3023","10.7504","14.7777","12.3447","10.1010","18.1816","110.9829","42.6164","44.9548","35.5103","11.8930"
"1048","29/7/2559","13.3027","10.7508","14.7795","12.3299","10.1010","18.1650","110.8234","42.5633","44.8699","35.4200","11.8529"
"30","1/8/2559","13.3038","10.7519","14.7857","12.3418","10.1010","18.0327","110.0602","42.2518","44.5651","35.0893","11.8850"
"555","2/8/2559","13.3042","10.7523","14.7849","12.3193","10.1010","17.8601","109.4187","42.0143","44.3889","34.6601","11.8305"
"1102","3/8/2559","13.3046","10.7526","14.7877","12.2779","10.1010","17.9754","110.2584","42.3442","44.7069","34.9336","11.8138"
"1223","4/8/2559","13.3050","10.7529","14.7919","12.2844","10.1010","17.9679","109.9051","42.1839","44.8275","34.9664","11.8873"
"1269","5/8/2559","13.3054","10.7533","14.7913","12.3358","10.1010","18.0931","110.4213","42.3998","44.9383","35.3176","11.9188"
"1413","8/8/2559","13.3065","10.7545","14.7889","12.3378","10.1010","18.3839","111.9690","43.0362","45.1695","36.1919","12.0459"
"1465","9/8/2559","13.3069","10.7552","14.7869","12.3398","10.1010","18.4590","112.0811","43.0877","45.1560","36.2925","12.0460"
"75","10/8/2559","13.3073","10.7555","14.7875","12.3642","10.1010","18.4440","111.6961","42.9571","45.1451","36.3355","12.0158"
"124","11/8/2559","13.3077","10.7559","14.7886","12.3902","10.1090","18.5044","111.7485","42.9516","45.3296","36.5359","12.0271"
"306","15/8/2559","13.3093","10.7572","14.7890","12.3788","10.0855","18.4830","111.4243","42.8228","45.1323","36.5159","12.0459"
"355","16/8/2559","13.3096","10.7576","14.7877","12.3663","10.0588","18.3448","110.6792","42.4952","45.0702","36.2712","12.0459"
"406","17/8/2559","13.3100","10.7581","14.7842","12.3409","10.0777","18.2684","110.2040","42.3080","45.1998","36.0740","12.0334"
"457","18/8/2559","13.3104","10.7583","14.7834","12.3502","10.0651","18.4580","110.9996","42.6221","45.4798","36.4719","12.0198"
"508","19/8/2559","13.3108","10.7587","14.7856","12.3694","10.0612","18.3533","110.4215","42.3864","45.4718","36.2541","12.0391"
"706","22/8/2559","13.3120","10.7598","14.7817","12.3576","10.0703","18.3764","110.5644","42.4569","45.4752","36.3446","12.0029"
"752","23/8/2559","13.3123","10.7601","14.7836","12.3653","10.0891","18.4056","110.7737","42.5277","45.5611","36.2719","12.0277"
"801","24/8/2559","13.3127","10.7605","14.7834","12.3727","10.0788","18.4967","111.2397","42.7196","45.8115","36.4833","12.0010"
"853","25/8/2559","13.3131","10.7608","14.7828","12.3728","10.0520","18.4767","110.9038","42.5860","45.7951","36.4083","11.9137"
"905","26/8/2559","13.3135","10.7611","14.7871","12.3762","10.0623","18.5337","111.6388","42.9005","46.0600","36.5400","11.8918"
"1051","29/8/2559","13.3146","10.7622","14.7835","12.3638","10.0799","18.4603","111.3587","42.7940","45.9981","36.3349","11.8607"
"1146","30/8/2559","13.3150","10.7625","14.7790","12.3719","10.0719","18.4881","111.4401","42.8185","45.8608","36.3637","11.8798"
"1176","31/8/2559","13.3154","10.7626","14.7786","12.3718","10.0900","18.5244","111.6602","42.8904","45.9975","36.4503","11.8972"
"35","1/9/2559","13.3158","10.7630","14.7794","12.3727","10.0819","18.4399","111.6057","42.8890","45.8613","36.3354","11.8514"
"561","2/9/2559","13.3161","10.7634","14.7777","12.3601","10.1029","18.2104","110.3323","42.3610","45.3405","35.8373","11.8996"
"1272","5/9/2559","13.3173","10.7646","14.7753","12.3517","10.1375","17.8817","108.9107","41.8147","44.6514","35.2987","12.0342"
"1318","6/9/2559","13.3177","10.7649","14.7772","12.3515","10.1375","17.9353","109.0969","41.8804","44.6904","35.3462","12.0512"
"1367","7/9/2559","13.3181","10.7652","14.7898","12.3853","10.1219","17.8229","108.5886","41.6692","44.6026","35.1124","12.1035"
"1418","8/9/2559","13.3185","10.7656","14.7975","12.4049","10.1248","17.4655","106.6402","40.9300","43.5874","34.6154","12.0975"
"1471","9/9/2559","13.3189","10.7659","14.7927","12.3636","10.1051","17.3556","106.2824","40.7854","43.4656","34.3386","12.0150"
"175","12/9/2559","13.3201","10.7669","14.7898","12.3185","10.0780","16.9645","104.3181","40.0002","42.7392","33.4834","11.8159"
"219","13/9/2559","13.3204","10.7672","14.7919","12.3052","10.0477","17.3852","106.2552","40.8171","43.4828","34.4846","11.9146"
"264","14/9/2559","13.3208","10.7676","14.7907","12.2925","10.0142","17.5120","106.7721","41.0221","43.6578","34.6553","11.7923"
"311","15/9/2559","13.3212","10.7680","14.7862","12.2883","10.0101","17.5662","106.8122","41.0210","43.7319","34.6910","11.7797"
"361","16/9/2559","13.3216","10.7683","14.7910","12.2967","9.9969","17.7601","108.2136","41.5846","44.2975","35.0917","11.8214"
"511","19/9/2559","13.3228","10.7694","14.7901","12.3054","10.0376","17.9152","108.7327","41.7824","44.7056","35.3842","11.8214"
"610","20/9/2559","13.3232","10.7697","14.7892","12.3039","10.0382","17.6912","107.6707","41.3623","44.2847","34.8791","11.8335"
"661","21/9/2559","13.3236","10.7699","14.7840","12.3285","10.0273","17.8461","108.3305","41.6297","44.5146","35.2225","11.8456"
"711","22/9/2559","13.3240","10.7702","14.7938","12.3280","10.0821","18.0738","109.4243","42.0643","44.8581","35.6849","11.9629"
"758","23/9/2559","13.3244","10.7706","14.7957","12.3691","10.0757","17.9161","108.9623","41.8706","44.7293","35.3014","11.9424"
"908","26/9/2559","13.3256","10.7717","14.7975","12.3854","10.0355","17.8657","108.8192","41.8044","44.7576","35.1565","11.8153"
"958","27/9/2559","13.3260","10.7720","14.8004","12.3968","10.0186","17.8574","108.7701","41.7762","44.8143","35.1301","11.7720"
"1008","28/9/2559","13.3264","10.7722","14.8016","12.4088","10.0479","17.7509","108.1758","41.5360","44.5830","34.8898","11.8186"
"1056","29/9/2559","13.3268","10.7726","14.8016","12.4178","10.0715","17.8928","108.6953","41.7628","44.6943","35.2633","11.9172"
"1152","30/9/2559","13.3272","10.7730","14.8053","12.4181","10.0593","17.7885","108.0866","41.5171","44.5073","35.0808","11.8248"
"1063","3/10/2559","13.3284","10.7741","14.8053","12.4057","10.0675","17.8777","108.5989","41.7315","44.5898","35.3499","11.8902"
"1184","4/10/2559","13.3288","10.7745","14.8057","12.4044","10.0969","18.1043","109.6303","42.1681","44.7555","35.8262","11.9357"
"1235","5/10/2559","13.3292","10.7749","14.8009","12.3888","10.1036","18.0945","109.8953","42.2580","44.8420","35.7686","11.9315"
"1281","6/10/2559","13.3296","10.7753","14.8011","12.3617","10.1087","18.1286","110.0355","42.3145","45.0235","35.7844","11.9849"
"1328","7/10/2559","13.3300","10.7756","14.7999","12.3576","10.1246","18.0220","109.6801","42.1689","45.0796","35.5652","11.9470"
"43","10/10/2559","13.3312","10.7767","14.7956","12.3545","10.1993","17.4477","106.7731","41.0024","44.0556","34.4861","12.0689"
"87","11/10/2559","13.3316","10.7770","14.7973","12.3391","10.2614","17.2771","105.6757","40.5597","43.6188","34.0808","12.0689"
"136","12/10/2559","13.3320","10.7775","14.7902","12.3541","10.3657","16.8611","103.5191","39.7182","42.5631","33.3550","12.1036"
"184","13/10/2559","13.3324","10.7779","14.7897","12.3495","10.3369","16.9687","103.6495","39.8250","42.1915","33.7881","12.0592"
"229","14/10/2559","13.3328","10.7781","14.8048","12.3669","10.2453","17.7103","107.6051","41.3633","44.1309","35.1859","11.9280"
"368","17/10/2559","13.3340","10.7792","14.8059","12.3481","10.2246","17.6972","107.2326","41.1996","44.0942","34.9674","11.8841"
"418","18/10/2559","13.3344","10.7797","14.8098","12.3560","10.1762","17.6982","107.5767","41.3357","44.3878","34.8205","11.8348"
"469","19/10/2559","13.3348","10.7800","14.8118","12.3649","10.1505","17.7954","107.6817","41.3562","44.6345","34.9171","11.8184"
"568","20/10/2559","13.3352","10.7804","14.8121","12.3719","10.2097","17.8858","108.1332","41.5572","44.7815","35.0732","11.8897"
"620","21/10/2559","13.3356","10.7807","14.8130","12.3801","10.2457","17.9795","108.3678","41.6440","44.9582","35.1804","11.9005"
"813","25/10/2559","13.3371","10.7821","14.8136","12.3931","10.2037","18.0504","108.6206","41.7043","45.3086","35.2762","11.8324"
"865","26/10/2559","13.3376","10.7825","14.8117","12.3897","10.1706","17.8825","107.8854","41.4099","45.2705","34.8725","11.7752"
"917","27/10/2559","13.3380","10.7828","14.8090","12.3689","10.1968","17.9553","108.1103","41.5110","45.3107","34.9900","11.7955"
"968","28/10/2559","13.3384","10.7831","14.8006","12.3411","10.1685","17.9065","108.0230","41.4714","45.1939","34.9036","11.7911"
"1159","31/10/2559","13.3396","10.7843","14.8052","12.3324","10.1273","17.9306","108.1289","41.4923","45.3833","34.8604","11.7515"
"6","1/11/2559","13.3400","10.7847","14.8069","12.3363","10.1035","18.0489","108.5380","41.6572","45.4115","34.9942","11.7227"
"522","2/11/2559","13.3404","10.7851","14.8101","12.3239","10.0420","17.9805","108.1050","41.4669","45.2740","34.7595","11.7227"
"1068","3/11/2559","13.3408","10.7855","14.8122","12.3401","10.0193","17.9289","107.6446","41.2800","45.1658","34.5640","11.6695"
"1190","4/11/2559","13.3413","10.7859","14.8114","12.3316","9.9799","17.8701","107.2033","41.1076","45.1562","34.3329","11.6011"
"1331","7/11/2559","13.3425","10.7870","14.8120","12.3444","10.0423","18.0628","107.8820","41.3857","45.4570","34.7741","11.6358"
"1380","8/11/2559","13.3429","10.7873","14.8114","12.3482","10.0441","18.1626","108.3240","41.5714","45.6059","35.0803","11.7408"
"1431","9/11/2559","13.3433","10.7876","14.8132","12.3395","10.0151","18.1532","108.1431","41.5045","45.4541","34.9629","11.5826"
"48","10/11/2559","13.3437","10.7880","14.8077","12.2856","10.0527","18.2529","108.3417","41.5937","45.3805","35.0863","11.8047"
"93","11/11/2559","13.3442","10.7883","14.7995","12.2294","10.0711","18.0037","107.5459","41.2564","45.2543","34.5413","11.7097"
"232","14/11/2559","13.3454","10.7895","14.7950","12.1821","10.0757","17.6870","105.6870","40.4903","44.6721","33.8112","11.6340"
"276","15/11/2559","13.3458","10.7898","14.7988","12.1537","10.0552","17.7618","105.5431","40.4580","44.4371","34.0562","11.5286"
"324","16/11/2559","13.3462","10.7901","14.7974","12.1701","10.1030","17.7441","105.0302","40.2538","44.2629","33.9687","11.5643"
"373","17/11/2559","13.3467","10.7905","14.7975","12.1710","10.1094","17.7291","105.3230","40.3693","44.4052","33.9867","11.5957"
"424","18/11/2559","13.3471","10.7909","14.7946","12.1627","10.1433","17.7212","105.2630","40.3364","44.4477","33.9568","11.5994"
"623","21/11/2559","13.3484","10.7920","14.7968","12.1423","10.1230","17.7694","105.3496","40.3934","44.5414","34.1376","11.5555"
"674","22/11/2559","13.3488","10.7924","14.7989","12.1374","10.1338","17.8877","105.9833","40.6587","44.7333","34.3056","11.6110"
"719","23/11/2559","13.3492","10.7927","14.8004","12.1494","10.1621","17.9916","106.1770","40.7531","44.7969","34.5746","11.5936"
"769","24/11/2559","13.3496","10.7931","14.7997","12.1295","10.1990","17.9214","105.6351","40.5204","44.7016","34.3937","11.6046"
"819","25/11/2559","13.3501","10.7933","14.7969","12.1309","10.2161","18.0432","106.4719","40.8451","45.1076","34.6565","11.6486"
"971","28/11/2559","13.3513","10.7946","14.8011","12.1362","10.1946","18.0495","106.4203","40.8181","45.1469","34.6374","11.6298"
"1021","29/11/2559","13.3518","10.7950","14.7996","12.1636","10.2229","18.0198","106.2015","40.7151","45.1762","34.5419","11.6428"
"1120","30/11/2559","13.3522","10.7954","14.7962","12.1642","10.2126","18.1848","106.5863","40.9008","45.2053","34.8908","11.6608"
"11","1/12/2559","13.3526","10.7959","14.7936","12.1514","10.2165","18.2291","106.6931","40.9484","45.0998","35.1697","11.7163"
"528","2/12/2559","13.3530","10.7963","14.7901","12.1165","10.1888","18.1049","106.4954","40.8624","45.0002","34.8961","11.5889"
"1289","6/12/2559","13.3547","10.7978","14.7924","12.1373","10.2207","18.2839","107.1799","41.1263","45.3372","35.2313","11.7140"
"1334","7/12/2559","13.3551","10.7981","14.7925","12.1347","10.2858","18.3345","107.2009","41.1400","45.3135","35.2740","11.7696"
"1385","8/12/2559","13.3555","10.7985","14.7961","12.1638","10.3183","18.4039","107.7585","41.3571","45.4869","35.3708","11.8526"
"1437","9/12/2559","13.3559","10.7989","14.7978","12.1545","10.3552","18.4040","107.9417","41.4423","45.4651","35.3952","11.8709"
"191","13/12/2559","13.3576","10.8004","14.7983","12.1301","10.3727","18.4387","108.1241","41.5214","45.5318","35.4521","11.9179"
"236","14/12/2559","13.3580","10.8007","14.7966","12.1203","10.3826","18.3247","107.7825","41.3602","45.5696","35.1968","11.9810"
"281","15/12/2559","13.3584","10.8012","14.7910","12.1203","10.4176","18.3033","107.6014","41.2578","45.6044","35.0751","11.8638"
"330","16/12/2559","13.3589","10.8015","14.7840","12.0952","10.4367","18.3427","107.6580","41.2493","45.6493","35.0679","11.9233"
"478","19/12/2559","13.3601","10.8026","14.7855","12.0992","10.4609","18.3353","107.9344","41.3507","45.9055","35.1604","11.9190"
"576","20/12/2559","13.3605","10.8030","14.7816","12.1288","10.5143","18.1906","107.4827","41.1869","45.6879","35.0071","11.9458"
"627","21/12/2559","13.3610","10.8035","14.7785","12.1363","10.5205","18.1618","107.4406","41.1302","45.8328","34.8466","11.9738"
"679","22/12/2559","13.3614","10.8038","14.7741","12.1529","10.5128","18.1049","107.6412","41.2058","45.8647","34.8346","11.9595"
"725","23/12/2559","13.3618","10.8041","14.7710","12.1539","10.5207","18.1748","107.8875","41.3140","45.9154","34.9288","11.9365"
"873","26/12/2559","13.3631","10.8052","14.7723","12.1647","10.5133","18.2377","108.2023","41.4429","46.0071","35.0827","12.0006"
"925","27/12/2559","13.3635","10.8055","14.7745","12.1626","10.5357","18.2688","108.5187","41.5616","46.2214","35.0837","12.0006"
"975","28/12/2559","13.3639","10.8060","14.7807","12.1630","10.5439","18.3600","108.9018","41.7263","46.2966","35.2981","12.0006"
"1026","29/12/2559","13.3643","10.8063","14.7890","12.1901","10.5245","18.5612","109.7599","42.0726","46.5436","35.6820","11.9711"
"1125","30/12/2559","13.3647","10.8068","14.7973","12.2188","10.4934","18.5612","110.1502","42.2297","46.6178","35.7991","11.9480"
"1180","4/1/2560","13.3667","10.8087","14.8080","12.2264","10.5567","18.8066","111.3076","42.7051","46.9833","36.3682","12.0372"
"1232","5/1/2560","13.3671","10.8091","14.8032","12.1960","10.5552","18.9044","111.6856","42.8588","46.9588","36.5268","12.0869"
"1278","6/1/2560","13.3676","10.8095","14.7996","12.2142","10.5574","18.9065","112.1257","42.9717","47.1769","36.4373","12.1457"
"1422","9/1/2560","13.3687","10.8106","14.7972","12.2002","10.5637","18.8159","111.5723","42.7773","46.8886","36.2123","12.1237"
"38","10/1/2560","13.3692","10.8110","14.8054","12.2207","10.5137","18.9118","112.5502","43.1471","47.2307","36.3823","12.1073"
"83","11/1/2560","13.3696","10.8113","14.8053","12.2171","10.5112","18.9379","112.3518","43.0716","47.0088","36.3175","12.0903"
"133","12/1/2560","13.3700","10.8117","14.8090","12.2277","10.4372","18.8813","112.0610","42.9615","47.0054","36.1885","12.0866"
"181","13/1/2560","13.3704","10.8121","14.8098","12.2307","10.4713","18.9549","112.1587","43.0068","47.0617","36.3764","12.1092"
"315","16/1/2560","13.3716","10.8133","14.8094","12.2197","10.4780","18.9076","111.5013","42.7474","46.9264","36.2689","12.0740"
"363","17/1/2560","13.3720","10.8137","14.8116","12.2194","10.4241","18.8474","111.3397","42.6843","46.7896","36.1438","12.0811"
"414","18/1/2560","13.3725","10.8140","14.8129","12.2372","10.4169","18.7629","110.7443","42.4394","46.6397","35.9706","12.0838"
"466","19/1/2560","13.3729","10.8145","14.8127","12.2119","10.4356","18.6897","110.4198","42.2984","46.5690","35.8586","12.0933"
"565","20/1/2560","13.3735","10.8149","14.8140","12.1885","10.4277","18.7957","110.6317","42.3863","46.7576","35.9363","12.0883"
"715","23/1/2560","13.3748","10.8160","14.8173","12.1801","10.3984","18.8998","111.1035","42.5622","46.9073","36.0547","12.1543"
"760","24/1/2560","13.3752","10.8162","14.8173","12.2064","10.3858","19.0037","111.3554","42.6693","46.9542","36.4213","12.1436"
"809","25/1/2560","13.3756","10.8166","14.8157","12.1872","10.4256","19.0590","112.3172","43.0688","46.9186","36.7171","12.2500"
"862","26/1/2560","13.3761","10.8169","14.8139","12.1592","10.4283","19.1371","112.5444","43.1855","46.8598","37.1553","12.3017"
"914","27/1/2560","13.3765","10.8172","14.8145","12.1543","10.4432","19.1315","112.2971","43.0893","46.8397","37.0658","12.2804"
"1111","30/1/2560","13.3778","10.8181","14.8160","12.1764","10.4138","19.1102","112.0627","42.9828","46.9015","37.0503","12.2186"
"1154","31/1/2560","13.3782","10.8185","14.8180","12.1837","10.3799","18.9455","111.2951","42.6614","46.8063","36.5968","12.2186"
"14","1/2/2560","13.3786","10.8188","14.8194","12.1865","10.3738","18.9497","111.7027","42.8167","46.8222","36.5929","12.2186"
"531","2/2/2560","13.3790","10.8191","14.8251","12.1721","10.3492","18.8942","111.7461","42.8315","46.9885","36.5042","12.1913"
"1077","3/2/2560","13.3794","10.8196","14.8261","12.1837","10.3758","19.0236","111.7923","42.8626","46.8485","36.8138","12.1490"
"1294","6/2/2560","13.3807","10.8207","14.8322","12.1874","10.3716","19.1157","112.1110","42.9929","46.8962","37.0524","12.2195"
"1338","7/2/2560","13.3811","10.8210","14.8371","12.2107","10.3764","19.0389","112.2444","43.0347","46.8416","36.9044","12.1621"
"1388","8/2/2560","13.3815","10.8214","14.8357","12.2184","10.3615","19.1366","112.8301","43.2511","47.1217","37.1120","12.1901"
"1440","9/2/2560","13.3819","10.8217","14.8396","12.2386","10.3780","19.0521","113.0418","43.3536","47.1963","36.7750","12.2184"
"53","10/2/2560","13.3823","10.8219","14.8365","12.2373","10.4193","18.9066","112.9690","43.3127","47.2764","36.8436","12.2797"
"239","14/2/2560","13.3839","10.8235","14.8382","12.2343","10.4319","18.9066","112.4429","43.1031","47.3793","36.4025","12.2902"
